"","year","trat","Cost","Price","gain","prob"
"8790",1990,"2x",15,0.125,"344.965007655518",0.1032825255036
"8791",1991,"2x",15,0.125,"135.447712388058",0.942300092077532
"8792",1991,"2x",15,0.125,"270.171072402116",0.324797497029617
"8793",1991,"2x",15,0.125,"253.765219391878",0.417895310461687
"8794",1991,"2x",15,0.125,"261.204151879047",0.374750134001738
"8795",1991,"2x",15,0.125,"178.192694329677",0.82399888316242
"8796",1991,"2x",15,0.125,"92.5814788900923",0.98678625606562
"8797",1991,"2x",15,0.125,"174.818144152658",0.836833685479501
"8798",1991,"2x",15,0.125,"191.028591731147",0.769568306398501
"8799",1991,"2x",15,0.125,"271.915930727545",0.315400587245193
"8800",1991,"2x",15,0.125,"285.945201506093",0.24451375969274
"8801",1992,"2x",15,0.125,"482.203711509243",0.0263205791039405
"8802",1992,"2x",15,0.125,"424.971492820812",0.0694442973619454
"8803",1992,"2x",15,0.125,"333.708688376122",0.226700864066122
"8804",1992,"2x",15,0.125,"196.986727706892",0.634631693832931
"8805",1992,"2x",15,0.125,"281.253483939486",0.370675081119111
"8806",1992,"2x",15,0.125,"131.90579194991",0.806440352121463
"8807",1992,"2x",15,0.125,"255.548136152963",0.450499514290197
"8808",1992,"2x",15,0.125,"198.975665265128",0.628632063099172
"8809",1992,"2x",15,0.125,"138.291954793523",0.79210823980226
"8810",1992,"2x",15,0.125,"121.055463643596",0.829366791190467
"8811",1993,"2x",15,0.125,"310.059116896661",0.106775432856835
"8812",1993,"2x",15,0.125,"354.902300938735",0.0206738488642336
"8813",1993,"2x",15,0.125,"212.929146331449",0.684609521625365
"8814",1993,"2x",15,0.125,"333.172283958278",0.0490412039549954
"8815",1993,"2x",15,0.125,"227.035402099316",0.591023745117036
"8816",1993,"2x",15,0.125,"296.728893137188",0.156921758953255
"8817",1993,"2x",15,0.125,"240.381344915679",0.497298955325143
"8818",1993,"2x",15,0.125,"364.919649066467",0.0132815478108923
"8819",1993,"2x",15,0.125,"253.880755026756",0.402668857415066
"8820",1993,"2x",15,0.125,"232.724913821696",0.551386496480582
"8821",1994,"2x",15,0.125,"383.593602393121",0.0642302852956324
"8822",1994,"2x",15,0.125,"440.368202887363",0.0169498195555096
"8823",1994,"2x",15,0.125,"427.614478259604",0.0235032314182814
"8824",1994,"2x",15,0.125,"442.802860891878",0.0158950986595027
"8825",1994,"2x",15,0.125,"301.990927132959",0.255819674964586
"8826",1994,"2x",15,0.125,"197.303101049793",0.674374394912019
"8827",1994,"2x",15,0.125,"216.178334043717",0.599555156900818
"8828",1994,"2x",15,0.125,"412.486013184363",0.0339191415184
"8829",1994,"2x",15,0.125,"326.134031395037",0.180914349279706
"8830",1994,"2x",15,0.125,"446.23523117992",0.014504041918758
"8831",1995,"2x",15,0.125,"368.583551350156",0.0543295189716807
"8832",1995,"2x",15,0.125,"312.601289474964",0.182521660639885
"8833",1995,"2x",15,0.125,"466.962464815428",0.00231537817296146
"8834",1995,"2x",15,0.125,"350.013500419296",0.0849440081459032
"8835",1995,"2x",15,0.125,"251.798544219348",0.441486124265361
"8836",1995,"2x",15,0.125,"234.562910309017",0.527041459329383
"8837",1995,"2x",15,0.125,"270.488298603698",0.35183101364767
"8838",1995,"2x",15,0.125,"298.543534447592",0.232570440585891
"8839",1995,"2x",15,0.125,"189.343206170751",0.736309962523424
"8840",1995,"2x",15,0.125,"246.460451570214",0.467878972880018
"8841",1996,"2x",15,0.125,"320.558100359346",0.0874161738818058
"8842",1996,"2x",15,0.125,"318.920877684211",0.0918805494761855
"8843",1996,"2x",15,0.125,"286.923329706149",0.214667811040465
"8844",1996,"2x",15,0.125,"155.733659465578",0.922093765284555
"8845",1996,"2x",15,0.125,"203.799138696922",0.728979877769659
"8846",1996,"2x",15,0.125,"282.74515096291",0.235776030001487
"8847",1996,"2x",15,0.125,"235.9549184352",0.527159426167828
"8848",1996,"2x",15,0.125,"248.563750964256",0.442655813267401
"8849",1996,"2x",15,0.125,"222.662543997199",0.614862252213474
"8850",1996,"2x",15,0.125,"160.569239044793",0.909527544800839
"8851",1997,"2x",15,0.125,"402.455270956586",0.062777302326256
"8852",1997,"2x",15,0.125,"522.763194645896",0.00383443007125794
"8853",1997,"2x",15,0.125,"328.86822665893",0.201020499331183
"8854",1997,"2x",15,0.125,"414.19055844027",0.0502403790070421
"8855",1997,"2x",15,0.125,"273.728195921028",0.3752274721535
"8856",1997,"2x",15,0.125,"325.379049744968",0.21038660648579
"8857",1997,"2x",15,0.125,"201.485016132655",0.641763475012814
"8858",1997,"2x",15,0.125,"217.552215351635",0.583818167738719
"8859",1997,"2x",15,0.125,"224.46514618963",0.558231003669936
"8860",1997,"2x",15,0.125,"225.534678073404",0.554247678859552
"8861",1998,"2x",15,0.125,"293.428699940704",0.159543982217392
"8862",1998,"2x",15,0.125,"362.560517814657",0.0111418189809893
"8863",1998,"2x",15,0.125,"260.695027376154",0.3497782894949
"8864",1998,"2x",15,0.125,"311.755710001453",0.0904328383205782
"8865",1998,"2x",15,0.125,"290.862938579175",0.171440604155233
"8866",1998,"2x",15,0.125,"170.228233041359",0.903387538150106
"8867",1998,"2x",15,0.125,"219.132002085765",0.651415426295133
"8868",1998,"2x",15,0.125,"237.827709087315",0.516156212791889
"8869",1998,"2x",15,0.125,"244.053233875506",0.469874889877578
"8870",1998,"2x",15,0.125,"243.961109378583",0.470558333811872
"8871",1999,"2x",15,0.125,"191.864884665519",0.903040702413953
"8872",1999,"2x",15,0.125,"235.66183081076",0.546601199429882
"8873",1999,"2x",15,0.125,"277.699418563024",0.154473384247738
"8874",1999,"2x",15,0.125,"312.282796017483",0.0255420214587443
"8875",1999,"2x",15,0.125,"232.854252902315",0.576461745561562
"8876",1999,"2x",15,0.125,"194.411175835989",0.890717778471114
"8877",1999,"2x",15,0.125,"254.502995727173",0.347747894469212
"8878",1999,"2x",15,0.125,"215.535827368246",0.745450338135617
"8879",1999,"2x",15,0.125,"256.151108307961",0.331459275755036
"8880",1999,"2x",15,0.125,"255.709741151649",0.335791810804459
"8881",2000,"2x",15,0.125,"357.952899266065",0.00179855987149047
"8882",2000,"2x",15,0.125,"303.621431583065",0.0581612503956324
"8883",2000,"2x",15,0.125,"331.919056494487",0.0116377513085151
"8884",2000,"2x",15,0.125,"248.23461682009",0.419466306818524
"8885",2000,"2x",15,0.125,"298.632874992837",0.0739116004446743
"8886",2000,"2x",15,0.125,"382.430984467947",0.00021930469715703
"8887",2000,"2x",15,0.125,"337.86945503006",0.00785123539930321
"8888",2000,"2x",15,0.125,"314.202350513215",0.0335075998787785
"8889",2000,"2x",15,0.125,"346.914188576556",0.00415737721375897
"8890",2000,"2x",15,0.125,"377.69446870046",0.000338437704534567
"8891",2001,"2x",15,0.125,"202.64597459752",0.916511499500186
"8892",2001,"2x",15,0.125,"211.373224526112",0.855223253565046
"8893",2001,"2x",15,0.125,"159.970266230489",0.998466049363139
"8894",2001,"2x",15,0.125,"230.065040410025",0.643400296570205
"8895",2001,"2x",15,0.125,"172.810897653119",0.993536748646231
"8896",2001,"2x",15,0.125,"155.441545804466",0.999121195249142
"8897",2001,"2x",15,0.125,"236.500318215078",0.551510022673907
"8898",2001,"2x",15,0.125,"198.763092743751",0.93644988993423
"8899",2001,"2x",15,0.125,"193.451769148754",0.957477896112264
"8900",2001,"2x",15,0.125,"195.4797369507",0.950232408348493
"8901",2002,"2x",15,0.125,"638.399542532789",0.00110182563726824
"8902",2002,"2x",15,0.125,"633.513330487828",0.00124822305738392
"8903",2002,"2x",15,0.125,"485.716431287356",0.0295066193507258
"8904",2002,"2x",15,0.125,"432.388519370422",0.0696609491029656
"8905",2002,"2x",15,0.125,"280.566733048343",0.377628043718244
"8906",2002,"2x",15,0.125,"351.647203565932",0.195473430212351
"8907",2002,"2x",15,0.125,"393.188899260884",0.119575899695373
"8908",2002,"2x",15,0.125,"319.442970139043",0.270784229001329
"8909",2002,"2x",15,0.125,"294.574801266199",0.337478384689815
